Temperature,RMS,Peak,Health,Efficiency,Status,FaultType
30.23,0.185,0.281,87.5,96.7,HEALTHY,Healthy
39.27,0.618,0.915,49.4,83.7,WARNING,Imbalance
29.4,0.236,0.357,84.1,95.8,HEALTHY,Healthy
32.83,0.19,0.29,87.2,96.6,HEALTHY,Healthy
31.05,0.217,0.328,85.4,96.1,HEALTHY,Healthy
39.97,0.54,0.796,53.1,84.3,WARNING,Imbalance
39.38,0.538,0.796,54.5,85.1,WARNING,Imbalance
38.38,0.542,0.801,56.5,86.2,WARNING,Imbalance
34.98,0.185,0.282,87.5,96.7,HEALTHY,Healthy
30.23,0.209,0.319,85.9,96.2,HEALTHY,Healthy
41.5,0.359,0.584,60.9,85.7,WARNING,Misalignment
35.57,0.265,0.399,81.0,94.5,HEALTHY,Healthy
30.99,0.221,0.336,85.1,96.0,HEALTHY,Healthy
29.26,0.181,0.278,87.7,96.7,HEALTHY,Healthy
43.73,0.433,0.7,50.9,81.7,WARNING,Misalignment
30.92,0.162,0.247,89.1,97.1,HEALTHY,Healthy
30.48,0.26,0.392,82.5,95.3,HEALTHY,Healthy
52.32,0.73,1.251,10.2,66.1,CRITICAL,Critical
38.09,0.329,0.51,70.9,90.4,WARNING,Bearing
34.12,0.182,0.277,87.7,96.7,HEALTHY,Healthy
29.56,0.258,0.389,82.7,95.4,HEALTHY,Healthy
37.89,0.55,0.815,57.0,86.6,WARNING,Imbalance
37.37,0.637,0.942,52.3,85.7,WARNING,Imbalance
35.72,0.225,0.341,83.3,95.1,HEALTHY,Healthy
35.49,0.292,0.441,79.3,94.2,HEALTHY,Healthy
29.55,0.184,0.282,87.6,96.7,HEALTHY,Healthy
29.05,0.214,0.324,85.6,96.2,HEALTHY,Healthy
35.28,0.292,0.444,79.7,94.4,HEALTHY,Healthy
34.97,0.221,0.337,85.1,96.0,HEALTHY,Healthy
35.3,0.264,0.399,81.6,94.9,HEALTHY,Healthy
31.53,0.178,0.272,88.0,96.8,HEALTHY,Healthy
33.9,0.212,0.321,85.7,96.2,HEALTHY,Healthy
30.54,0.262,0.397,82.4,95.3,HEALTHY,Healthy
40.35,0.469,0.753,55.9,85.1,WARNING,Misalignment
37.34,0.398,0.615,67.9,90.0,WARNING,Bearing
37.64,0.605,0.896,53.9,85.9,WARNING,Imbalance
43.57,0.43,0.686,51.6,82.0,WARNING,Misalignment
30.93,0.3,0.455,79.8,94.6,HEALTHY,Healthy
37.4,0.579,0.859,56.1,86.7,WARNING,Imbalance
45.71,0.775,1.155,24.6,73.2,CRITICAL,Imbalance
35.98,0.266,0.402,80.0,94.0,HEALTHY,Healthy
33.37,0.203,0.309,86.3,96.3,HEALTHY,Healthy
42.55,0.422,0.676,54.3,83.3,WARNING,Misalignment
32.43,0.283,0.426,81.0,94.9,HEALTHY,Healthy
30.69,0.286,0.431,80.8,94.9,HEALTHY,Healthy
29.56,0.265,0.402,82.1,95.2,HEALTHY,Healthy
33.83,0.236,0.358,84.1,95.8,HEALTHY,Healthy
30.19,0.206,0.312,86.2,96.3,HEALTHY,Healthy
43.56,0.46,0.732,49.6,81.4,WARNING,Misalignment
37.48,0.395,0.606,67.8,89.9,WARNING,Bearing
38.9,0.395,0.609,64.6,88.2,WARNING,Bearing
37.74,0.306,0.479,73.1,91.2,WARNING,Bearing
33.61,0.17,0.261,88.5,96.9,HEALTHY,Healthy
31.04,0.182,0.277,87.7,96.7,HEALTHY,Healthy
29.44,0.293,0.442,80.3,94.7,HEALTHY,Healthy
32.57,0.231,0.35,84.5,95.8,HEALTHY,Healthy
38.52,0.377,0.579,66.7,89.0,WARNING,Bearing
29.22,0.236,0.358,84.1,95.8,HEALTHY,Healthy
37.24,0.632,0.934,53.0,85.9,WARNING,Imbalance
42.21,0.43,0.688,54.6,83.6,WARNING,Misalignment
43.5,0.478,0.751,48.7,81.2,WARNING,Misalignment
36.15,0.593,0.877,58.0,87.9,WARNING,Imbalance
31.5,0.285,0.428,80.9,94.9,HEALTHY,Healthy
50.82,0.633,1.083,20.4,69.6,CRITICAL,Critical
33.34,0.252,0.382,83.0,95.5,HEALTHY,Healthy
45.89,0.841,1.258,19.8,71.8,CRITICAL,Imbalance
39.86,0.339,0.522,66.3,88.1,WARNING,Bearing
39.26,0.409,0.625,63.0,87.5,WARNING,Bearing
31.37,0.233,0.352,84.3,95.8,HEALTHY,Healthy
52.94,0.644,1.102,15.0,66.9,CRITICAL,Critical
43.25,0.351,0.571,57.5,83.8,WARNING,Misalignment
34.3,0.267,0.404,82.1,95.2,HEALTHY,Healthy
31.28,0.198,0.299,86.7,96.4,HEALTHY,Healthy
30.05,0.226,0.342,84.8,95.9,HEALTHY,Healthy
35.2,0.175,0.266,87.8,96.6,HEALTHY,Healthy
40.77,0.445,0.706,56.8,85.1,WARNING,Misalignment
39.04,0.42,0.644,62.7,87.6,WARNING,Bearing
32.84,0.237,0.358,84.1,95.7,HEALTHY,Healthy
28.37,0.276,0.417,81.5,95.0,HEALTHY,Healthy
35.84,0.576,0.852,59.8,88.6,WARNING,Imbalance
33.84,0.178,0.27,88.0,96.8,HEALTHY,Healthy
37.24,0.653,0.965,51.6,85.6,WARNING,Imbalance
37.69,0.422,0.645,65.6,89.2,WARNING,Bearing
30.34,0.243,0.369,83.6,95.6,HEALTHY,Healthy
43.67,0.33,0.542,58.0,83.7,WARNING,Misalignment
34.65,0.263,0.399,82.3,95.3,HEALTHY,Healthy
39.43,0.407,0.635,62.6,87.4,WARNING,Bearing
36.46,0.564,0.835,59.2,88.1,WARNING,Imbalance
30.2,0.196,0.298,86.8,96.5,HEALTHY,Healthy
39.42,0.392,0.627,63.3,87.6,WARNING,Misalignment
50.96,0.714,1.208,14.6,68.0,CRITICAL,Critical
33.66,0.266,0.404,82.1,95.2,HEALTHY,Healthy
35.28,0.29,0.438,79.9,94.4,HEALTHY,Healthy
43.32,0.473,0.746,49.3,81.5,WARNING,Misalignment
33.26,0.175,0.267,88.2,96.9,HEALTHY,Healthy
41.44,0.318,0.493,64.3,86.6,WARNING,Bearing
29.87,0.202,0.308,86.4,96.4,HEALTHY,Healthy
35.32,0.258,0.389,82.0,95.0,HEALTHY,Healthy
36.07,0.549,0.81,61.1,88.8,WARNING,Imbalance
37.4,0.4,0.613,67.7,89.9,WARNING,Bearing
35.39,0.228,0.345,83.8,95.4,HEALTHY,Healthy
34.89,0.263,0.398,82.3,95.3,HEALTHY,Healthy
35.65,0.243,0.365,82.3,94.9,HEALTHY,Healthy
35.4,0.598,0.885,59.3,88.7,WARNING,Imbalance
29.2,0.188,0.286,87.3,96.6,HEALTHY,Healthy
30.34,0.195,0.295,86.9,96.5,HEALTHY,Healthy
30.4,0.221,0.336,85.1,96.0,HEALTHY,Healthy
28.96,0.285,0.433,80.8,94.9,HEALTHY,Healthy
35.89,0.237,0.358,82.2,94.7,HEALTHY,Healthy
32.35,0.259,0.39,82.6,95.3,HEALTHY,Healthy
29.38,0.222,0.337,85.0,96.0,HEALTHY,Healthy
38.68,0.605,0.894,51.6,84.7,WARNING,Imbalance
41.48,0.338,0.519,62.9,86.2,WARNING,Bearing
40.71,0.38,0.589,61.6,86.3,WARNING,Bearing
37.11,0.4,0.615,68.3,90.3,WARNING,Bearing
33.71,0.259,0.393,82.6,95.3,HEALTHY,Healthy
30.39,0.277,0.422,81.3,95.0,HEALTHY,Healthy
39.0,0.328,0.539,68.4,89.3,WARNING,Misalignment
51.7,0.671,1.14,15.9,67.9,CRITICAL,Critical
35.28,0.225,0.34,84.3,95.6,HEALTHY,Healthy
35.55,0.22,0.333,84.0,95.4,HEALTHY,Healthy
39.86,0.359,0.584,64.4,87.7,WARNING,Misalignment
30.48,0.211,0.323,85.7,96.2,HEALTHY,Healthy
31.42,0.269,0.405,82.0,95.2,HEALTHY,Healthy
35.79,0.297,0.448,78.3,93.7,HEALTHY,Healthy
29.58,0.231,0.349,84.5,95.8,HEALTHY,Healthy
39.31,0.438,0.696,60.5,86.9,WARNING,Misalignment
42.99,0.4,0.638,54.9,83.2,WARNING,Misalignment
34.56,0.223,0.341,84.9,96.0,HEALTHY,Healthy
31.08,0.218,0.334,85.2,96.1,HEALTHY,Healthy
39.8,0.627,0.926,47.7,82.9,WARNING,Imbalance
40.89,0.339,0.521,64.1,86.8,WARNING,Bearing
50.33,0.704,1.272,15.2,68.9,CRITICAL,Critical
44.88,0.803,1.195,24.6,73.7,CRITICAL,Imbalance
35.06,0.166,0.253,88.7,96.9,HEALTHY,Healthy
32.76,0.184,0.28,87.6,96.7,HEALTHY,Healthy
34.0,0.22,0.334,85.2,96.0,HEALTHY,Healthy
54.96,0.677,1.179,7.8,63.9,CRITICAL,Critical
38.38,0.352,0.548,68.6,89.6,WARNING,Bearing
32.55,0.21,0.318,85.9,96.2,HEALTHY,Healthy
50.66,0.642,1.097,20.1,69.6,CRITICAL,Critical
35.17,0.229,0.347,84.2,95.7,HEALTHY,Healthy
30.73,0.186,0.283,87.5,96.6,HEALTHY,Healthy
38.94,0.562,0.829,53.9,85.2,WARNING,Imbalance
33.78,0.184,0.28,87.6,96.7,HEALTHY,Healthy
30.22,0.213,0.323,85.7,96.2,HEALTHY,Healthy
39.99,0.675,1.004,44.0,81.9,WARNING,Imbalance
39.25,0.409,0.629,63.0,87.5,WARNING,Bearing
40.67,0.474,0.747,55.1,84.7,WARNING,Misalignment
39.05,0.531,0.782,55.8,85.6,WARNING,Imbalance
41.17,0.374,0.602,60.6,85.9,WARNING,Misalignment
29.68,0.284,0.429,80.9,94.9,HEALTHY,Healthy
40.53,0.364,0.59,62.6,86.8,WARNING,Misalignment
28.6,0.289,0.436,80.6,94.8,HEALTHY,Healthy
35.43,0.237,0.36,83.1,95.2,HEALTHY,Healthy
31.63,0.17,0.259,88.5,96.9,HEALTHY,Healthy
34.76,0.175,0.265,88.2,96.9,HEALTHY,Healthy
31.65,0.171,0.261,88.5,96.9,HEALTHY,Healthy
43.48,0.407,0.655,53.3,82.5,WARNING,Misalignment
40.49,0.425,0.677,58.7,85.8,WARNING,Misalignment
40.97,0.34,0.555,63.3,86.7,WARNING,Misalignment
33.18,0.168,0.258,88.7,97.0,HEALTHY,Healthy
31.01,0.268,0.404,82.0,95.2,HEALTHY,Healthy
33.14,0.185,0.283,87.5,96.7,HEALTHY,Healthy
38.1,0.558,0.825,56.0,86.2,WARNING,Imbalance
30.47,0.196,0.297,86.8,96.5,HEALTHY,Healthy
34.14,0.24,0.362,83.9,95.7,HEALTHY,Healthy
33.59,0.209,0.317,85.9,96.2,HEALTHY,Healthy
30.26,0.279,0.424,81.2,95.0,HEALTHY,Healthy
30.52,0.283,0.426,81.0,94.9,HEALTHY,Healthy
31.99,0.175,0.265,88.2,96.8,HEALTHY,Healthy
29.25,0.227,0.345,84.7,95.9,HEALTHY,Healthy
41.18,0.385,0.619,59.9,85.7,WARNING,Misalignment
28.55,0.218,0.333,85.3,96.1,HEALTHY,Healthy
28.03,0.193,0.292,87.0,96.5,HEALTHY,Healthy
40.38,0.387,0.594,62.0,86.6,WARNING,Bearing
35.16,0.179,0.271,87.6,96.6,HEALTHY,Healthy
37.68,0.342,0.526,71.0,90.6,WARNING,Bearing
31.44,0.176,0.268,88.1,96.8,HEALTHY,Healthy
39.67,0.352,0.568,65.4,88.1,WARNING,Misalignment
30.28,0.203,0.308,86.3,96.4,HEALTHY,Healthy
54.66,0.62,1.063,12.8,65.2,CRITICAL,Critical
32.12,0.167,0.254,88.8,97.0,HEALTHY,Healthy
53.87,0.641,1.093,13.2,65.8,CRITICAL,Critical
31.15,0.291,0.439,80.4,94.8,HEALTHY,Healthy
31.04,0.251,0.381,83.1,95.5,HEALTHY,Healthy
30.96,0.196,0.299,86.8,96.5,HEALTHY,Healthy
32.62,0.26,0.393,82.5,95.3,HEALTHY,Healthy
34.31,0.261,0.395,82.5,95.3,HEALTHY,Healthy
41.63,0.415,0.636,57.4,84.6,WARNING,Bearing
39.71,0.367,0.596,64.2,87.7,WARNING,Misalignment
51.48,0.629,1.075,19.2,68.9,CRITICAL,Critical
43.11,0.374,0.598,56.5,83.5,WARNING,Misalignment
40.92,0.384,0.589,61.0,86.0,WARNING,Bearing
33.68,0.203,0.31,86.3,96.3,HEALTHY,Healthy
32.92,0.192,0.293,87.0,96.5,HEALTHY,Healthy
34.64,0.267,0.403,82.1,95.2,HEALTHY,Healthy
31.76,0.26,0.395,82.5,95.3,HEALTHY,Healthy
36.87,0.534,0.794,60.2,88.1,WARNING,Imbalance
28.11,0.254,0.383,83.0,95.4,HEALTHY,Healthy
54.72,0.685,1.224,7.2,64.0,CRITICAL,Critical
46.68,0.721,1.141,24.9,73.0,CRITICAL,Imbalance
34.26,0.263,0.397,82.3,95.3,HEALTHY,Healthy
37.52,0.359,0.555,70.1,90.5,WARNING,Bearing
31.95,0.25,0.378,83.2,95.5,HEALTHY,Healthy
28.12,0.183,0.279,87.6,96.7,HEALTHY,Healthy
40.73,0.401,0.639,59.9,85.9,WARNING,Misalignment
32.33,0.284,0.429,80.9,94.9,HEALTHY,Healthy
29.33,0.168,0.256,88.7,97.0,HEALTHY,Healthy
35.74,0.273,0.411,80.1,94.2,HEALTHY,Healthy
33.89,0.166,0.252,88.8,97.0,HEALTHY,Healthy
49.76,0.58,0.957,27.1,71.8,CRITICAL,Bearing
28.96,0.27,0.407,81.9,95.1,HEALTHY,Healthy
30.82,0.286,0.431,80.8,94.9,HEALTHY,Healthy
28.4,0.291,0.44,80.4,94.8,HEALTHY,Healthy
33.34,0.286,0.43,80.8,94.9,HEALTHY,Healthy
38.03,0.377,0.579,67.8,89.6,WARNING,Bearing
34.99,0.184,0.282,87.6,96.7,HEALTHY,Healthy
28.63,0.181,0.276,87.8,96.7,HEALTHY,Healthy
28.63,0.179,0.273,87.9,96.8,HEALTHY,Healthy
33.37,0.2,0.304,86.5,96.4,HEALTHY,Healthy
41.41,0.333,0.515,63.3,86.3,WARNING,Bearing
29.18,0.229,0.346,84.6,95.9,HEALTHY,Healthy
34.27,0.252,0.38,83.1,95.5,HEALTHY,Healthy
28.99,0.201,0.305,86.5,96.4,HEALTHY,Healthy
30.64,0.252,0.382,83.0,95.5,HEALTHY,Healthy
30.06,0.212,0.321,85.7,96.2,HEALTHY,Healthy
28.68,0.27,0.41,81.8,95.1,HEALTHY,Healthy
43.45,0.379,0.614,55.2,83.0,WARNING,Misalignment
35.85,0.563,0.831,60.7,88.9,WARNING,Imbalance
37.56,0.563,0.832,56.9,86.8,WARNING,Imbalance
33.28,0.193,0.294,87.0,96.5,HEALTHY,Healthy
28.23,0.264,0.398,82.3,95.3,HEALTHY,Healthy
32.42,0.173,0.263,88.3,96.9,HEALTHY,Healthy
29.91,0.203,0.308,86.3,96.3,HEALTHY,Healthy
28.98,0.216,0.328,85.5,96.1,HEALTHY,Healthy
29.87,0.262,0.397,82.4,95.3,HEALTHY,Healthy
32.43,0.203,0.309,86.3,96.4,HEALTHY,Healthy
29.14,0.295,0.446,80.2,94.7,HEALTHY,Healthy
38.99,0.592,0.875,51.8,84.6,WARNING,Imbalance
28.87,0.25,0.378,83.2,95.5,HEALTHY,Healthy
32.6,0.187,0.284,87.4,96.6,HEALTHY,Healthy
31.36,0.175,0.266,88.2,96.8,HEALTHY,Healthy
42.17,0.425,0.678,55.0,83.7,WARNING,Misalignment
33.61,0.23,0.348,84.6,95.9,HEALTHY,Healthy
32.13,0.243,0.368,83.7,95.6,HEALTHY,Healthy
50.77,0.639,1.138,19.3,69.6,CRITICAL,Critical
31.14,0.249,0.376,83.3,95.5,HEALTHY,Healthy
30.8,0.278,0.42,81.3,95.0,HEALTHY,Healthy
34.13,0.248,0.376,83.3,95.5,HEALTHY,Healthy
34.27,0.167,0.254,88.7,97.0,HEALTHY,Healthy
50.45,0.684,1.157,17.8,69.1,CRITICAL,Critical
31.89,0.188,0.287,87.3,96.6,HEALTHY,Healthy
33.04,0.285,0.431,80.8,94.9,HEALTHY,Healthy
32.26,0.2,0.305,86.5,96.4,HEALTHY,Healthy
32.34,0.267,0.405,82.0,95.2,HEALTHY,Healthy
28.08,0.183,0.277,87.7,96.7,HEALTHY,Healthy
29.53,0.217,0.331,85.4,96.1,HEALTHY,Healthy
30.66,0.219,0.333,85.2,96.1,HEALTHY,Healthy
39.38,0.353,0.545,66.4,88.4,WARNING,Bearing
32.35,0.219,0.333,85.2,96.1,HEALTHY,Healthy
31.25,0.154,0.234,89.6,97.2,HEALTHY,Healthy
35.54,0.65,0.965,55.4,87.7,WARNING,Imbalance
28.25,0.19,0.288,87.2,96.6,HEALTHY,Healthy
31.1,0.173,0.266,88.3,96.9,HEALTHY,Healthy
31.53,0.272,0.41,81.8,95.1,HEALTHY,Healthy
50.69,0.699,1.209,15.8,68.6,CRITICAL,Critical
37.58,0.603,0.904,53.9,86.0,WARNING,Imbalance
33.71,0.201,0.306,86.4,96.4,HEALTHY,Healthy
29.91,0.253,0.38,83.0,95.4,HEALTHY,Healthy
50.56,0.698,1.224,15.8,68.8,CRITICAL,Critical
31.63,0.244,0.369,83.6,95.6,HEALTHY,Healthy
49.25,0.512,0.843,33.0,73.7,CRITICAL,Bearing
29.39,0.303,0.458,79.6,94.5,HEALTHY,Healthy
43.49,0.428,0.682,51.9,82.1,WARNING,Misalignment
35.46,0.17,0.259,87.5,96.4,HEALTHY,Healthy
32.42,0.256,0.386,82.8,95.4,HEALTHY,Healthy
54.69,0.667,1.136,9.5,64.4,CRITICAL,Critical
38.96,0.557,0.82,54.2,85.2,WARNING,Imbalance
28.89,0.158,0.241,89.4,97.2,HEALTHY,Healthy
28.91,0.29,0.438,80.5,94.8,HEALTHY,Healthy
41.64,0.42,0.675,56.4,84.5,WARNING,Misalignment
32.38,0.176,0.267,88.2,96.8,HEALTHY,Healthy
31.83,0.234,0.355,84.3,95.8,HEALTHY,Healthy
51.45,0.722,1.213,13.1,67.3,CRITICAL,Critical
48.24,0.559,0.885,32.6,74.1,CRITICAL,Bearing
48.72,0.583,0.996,28.6,73.0,CRITICAL,Misalignment
54.97,0.737,1.239,4.3,62.8,CRITICAL,Critical
46.93,0.55,0.906,35.5,75.8,CRITICAL,Bearing
35.24,0.212,0.321,85.2,95.9,HEALTHY,Healthy
54.52,0.663,1.128,10.2,64.6,CRITICAL,Critical
32.21,0.222,0.335,85.1,96.0,HEALTHY,Healthy
35.16,0.303,0.46,79.3,94.4,HEALTHY,Healthy
34.89,0.173,0.262,88.4,96.9,HEALTHY,Healthy
31.87,0.271,0.409,81.8,95.1,HEALTHY,Healthy
39.96,0.66,0.976,45.1,82.2,WARNING,Imbalance
31.69,0.281,0.425,81.1,94.9,HEALTHY,Healthy
28.1,0.266,0.403,82.1,95.2,HEALTHY,Healthy
33.55,0.285,0.429,80.9,94.9,HEALTHY,Healthy
38.69,0.387,0.596,65.6,88.6,WARNING,Bearing
33.75,0.272,0.409,81.8,95.1,HEALTHY,Healthy
29.43,0.191,0.29,87.1,96.6,HEALTHY,Healthy
31.14,0.267,0.401,82.1,95.2,HEALTHY,Healthy
36.01,0.611,0.92,56.8,87.8,WARNING,Imbalance
34.6,0.175,0.268,88.2,96.8,HEALTHY,Healthy
40.29,0.372,0.574,63.1,87.0,WARNING,Bearing
41.14,0.431,0.687,56.9,84.9,WARNING,Misalignment
52.73,0.677,1.2,12.3,66.5,CRITICAL,Critical
30.18,0.287,0.436,80.7,94.8,HEALTHY,Healthy
39.84,0.363,0.559,64.8,87.7,WARNING,Bearing
38.25,0.379,0.58,67.2,89.3,WARNING,Bearing
28.15,0.174,0.266,88.3,96.9,HEALTHY,Healthy
31.49,0.187,0.285,87.4,96.6,HEALTHY,Healthy
31.86,0.175,0.268,88.2,96.8,HEALTHY,Healthy
38.12,0.301,0.473,72.6,90.8,WARNING,Bearing
32.81,0.235,0.357,84.2,95.8,HEALTHY,Healthy
39.41,0.341,0.526,67.2,88.6,WARNING,Bearing
42.63,0.362,0.596,58.0,84.3,WARNING,Misalignment
50.38,0.733,1.244,14.4,68.3,CRITICAL,Critical
35.65,0.202,0.307,85.0,95.6,HEALTHY,Healthy
30.77,0.188,0.284,87.3,96.6,HEALTHY,Healthy
42.04,0.372,0.6,58.8,84.9,WARNING,Misalignment
39.07,0.399,0.637,63.6,87.9,WARNING,Misalignment
34.89,0.185,0.281,87.6,96.7,HEALTHY,Healthy
42.74,0.403,0.65,55.2,83.5,WARNING,Misalignment
35.28,0.263,0.398,81.7,94.9,HEALTHY,Healthy
50.19,0.681,1.156,18.6,69.5,CRITICAL,Critical
52.4,0.664,1.124,14.9,67.2,CRITICAL,Critical
40.03,0.351,0.545,65.1,87.6,WARNING,Bearing
33.58,0.283,0.428,81.0,94.9,HEALTHY,Healthy
28.93,0.195,0.297,86.9,96.5,HEALTHY,Healthy
31.94,0.301,0.456,79.8,94.6,HEALTHY,Healthy
30.37,0.256,0.39,82.7,95.4,HEALTHY,Healthy
30.15,0.165,0.253,88.8,97.0,HEALTHY,Healthy
47.7,0.511,0.879,35.8,75.6,CRITICAL,Misalignment
32.65,0.292,0.441,80.4,94.7,HEALTHY,Healthy
34.13,0.275,0.414,81.6,95.1,HEALTHY,Healthy
40.86,0.369,0.593,61.7,86.3,WARNING,Misalignment
40.35,0.427,0.656,59.3,85.9,WARNING,Bearing
29.66,0.24,0.365,83.8,95.7,HEALTHY,Healthy
43.06,0.355,0.589,57.5,83.9,WARNING,Misalignment
34.74,0.265,0.399,82.2,95.2,HEALTHY,Healthy
29.86,0.245,0.369,83.6,95.6,HEALTHY,Healthy
34.99,0.212,0.321,85.7,96.2,HEALTHY,Healthy
37.32,0.375,0.573,69.6,90.5,WARNING,Bearing
34.64,0.175,0.267,88.2,96.8,HEALTHY,Healthy
35.49,0.285,0.431,79.7,94.3,HEALTHY,Healthy
28.82,0.281,0.424,81.1,94.9,HEALTHY,Healthy
38.85,0.343,0.53,68.3,89.2,WARNING,Bearing
47.71,0.733,1.165,21.8,71.6,CRITICAL,Imbalance
40.4,0.434,0.689,58.4,85.7,WARNING,Misalignment
38.74,0.404,0.619,64.5,88.2,WARNING,Bearing
39.52,0.615,0.911,49.0,83.5,WARNING,Imbalance
35.85,0.236,0.356,82.3,94.7,HEALTHY,Healthy
35.63,0.219,0.33,83.9,95.3,HEALTHY,Healthy
38.29,0.345,0.533,69.4,89.8,WARNING,Bearing
30.42,0.182,0.277,87.7,96.7,HEALTHY,Healthy
39.46,0.366,0.565,65.4,88.1,WARNING,Bearing
28.28,0.286,0.431,80.8,94.9,HEALTHY,Healthy
32.9,0.181,0.274,87.8,96.7,HEALTHY,Healthy
33.28,0.27,0.408,81.8,95.1,HEALTHY,Healthy
30.19,0.204,0.308,86.3,96.3,HEALTHY,Healthy
34.86,0.181,0.276,87.8,96.7,HEALTHY,Healthy
41.01,0.345,0.53,63.5,86.6,WARNING,Bearing
50.35,0.513,0.841,30.6,72.3,CRITICAL,Misalignment
34.75,0.203,0.311,86.3,96.3,HEALTHY,Healthy
53.43,0.665,1.204,11.2,65.9,CRITICAL,Critical
28.39,0.243,0.368,83.7,95.6,HEALTHY,Healthy
51.05,0.669,1.16,17.1,68.7,CRITICAL,Critical
29.49,0.197,0.299,86.7,96.4,HEALTHY,Healthy
33.99,0.255,0.386,82.8,95.4,HEALTHY,Healthy
33.77,0.214,0.324,85.6,96.2,HEALTHY,Healthy
34.58,0.178,0.271,88.0,96.8,HEALTHY,Healthy
30.44,0.173,0.262,88.4,96.9,HEALTHY,Healthy
36.59,0.56,0.829,59.2,88.0,WARNING,Imbalance
38.1,0.626,0.931,51.4,85.0,WARNING,Imbalance
28.59,0.218,0.33,85.3,96.1,HEALTHY,Healthy
35.68,0.162,0.248,87.6,96.3,HEALTHY,Healthy
34.54,0.203,0.309,86.3,96.3,HEALTHY,Healthy
35.44,0.207,0.314,85.1,95.7,HEALTHY,Healthy
37.63,0.394,0.605,67.6,89.7,WARNING,Bearing
50.65,0.652,1.109,19.5,69.5,CRITICAL,Critical
30.41,0.237,0.357,84.1,95.7,HEALTHY,Healthy
42.01,0.377,0.603,58.6,84.8,WARNING,Misalignment
30.17,0.272,0.411,81.7,95.1,HEALTHY,Healthy
33.74,0.193,0.295,87.0,96.5,HEALTHY,Healthy
29.51,0.197,0.299,86.7,96.5,HEALTHY,Healthy
39.03,0.374,0.605,65.3,88.4,WARNING,Misalignment
37.19,0.68,1.006,49.9,85.1,WARNING,Imbalance
28.43,0.288,0.435,80.6,94.8,HEALTHY,Healthy
35.94,0.231,0.349,82.4,94.7,HEALTHY,Healthy
43.82,0.427,0.684,51.2,81.7,WARNING,Misalignment
28.63,0.174,0.265,88.3,96.9,HEALTHY,Healthy
32.69,0.191,0.29,87.1,96.6,HEALTHY,Healthy
38.04,0.31,0.482,72.2,90.8,WARNING,Bearing
40.41,0.358,0.58,63.3,87.1,WARNING,Misalignment
32.48,0.198,0.301,86.7,96.4,HEALTHY,Healthy
35.6,0.187,0.286,86.0,95.9,HEALTHY,Healthy
31.92,0.287,0.433,80.7,94.8,HEALTHY,Healthy
43.98,0.39,0.621,53.5,82.2,WARNING,Misalignment
31.12,0.23,0.347,84.6,95.9,HEALTHY,Healthy
42.92,0.365,0.588,57.4,83.9,WARNING,Misalignment
54.64,0.653,1.142,10.1,64.7,CRITICAL,Critical
33.36,0.252,0.379,83.1,95.5,HEALTHY,Healthy
29.75,0.188,0.286,87.3,96.6,HEALTHY,Healthy
37.36,0.645,0.957,51.8,85.6,WARNING,Imbalance
31.48,0.249,0.377,83.3,95.5,HEALTHY,Healthy
29.58,0.169,0.258,88.6,97.0,HEALTHY,Healthy
52.82,0.639,1.094,15.5,67.1,CRITICAL,Critical
29.14,0.296,0.447,80.1,94.7,HEALTHY,Healthy
38.94,0.572,0.849,53.2,85.0,WARNING,Imbalance
29.59,0.205,0.311,86.2,96.3,HEALTHY,Healthy
29.06,0.176,0.267,88.2,96.8,HEALTHY,Healthy
28.46,0.266,0.402,82.1,95.2,HEALTHY,Healthy
41.36,0.429,0.683,56.5,84.6,WARNING,Misalignment
28.31,0.189,0.287,87.3,96.6,HEALTHY,Healthy
33.25,0.172,0.262,88.4,96.9,HEALTHY,Healthy
29.26,0.248,0.375,83.3,95.5,HEALTHY,Healthy
38.25,0.549,0.825,56.1,86.2,WARNING,Imbalance
31.66,0.284,0.43,80.9,94.9,HEALTHY,Healthy
30.98,0.19,0.29,87.2,96.6,HEALTHY,Healthy
32.39,0.249,0.379,83.2,95.5,HEALTHY,Healthy
32.4,0.192,0.29,87.1,96.5,HEALTHY,Healthy
31.02,0.188,0.284,87.4,96.6,HEALTHY,Healthy
41.1,0.329,0.508,64.3,86.8,WARNING,Bearing
34.61,0.253,0.384,83.0,95.4,HEALTHY,Healthy
41.57,0.355,0.546,61.5,85.7,WARNING,Bearing
43.09,0.36,0.593,57.1,83.8,WARNING,Misalignment
29.1,0.208,0.315,86.0,96.3,HEALTHY,Healthy
33.2,0.297,0.448,80.1,94.7,HEALTHY,Healthy
33.57,0.284,0.43,80.9,94.9,HEALTHY,Healthy
28.96,0.298,0.448,80.0,94.6,HEALTHY,Healthy
38.49,0.329,0.511,70.0,89.9,WARNING,Bearing
40.34,0.312,0.483,67.1,88.0,WARNING,Bearing
54.79,0.669,1.136,9.2,64.2,CRITICAL,Critical
39.73,0.432,0.688,59.9,86.6,WARNING,Misalignment
32.4,0.244,0.37,83.6,95.6,HEALTHY,Healthy
31.82,0.169,0.257,88.6,97.0,HEALTHY,Healthy
35.91,0.172,0.263,86.4,95.8,HEALTHY,Healthy
39.65,0.349,0.565,65.7,88.1,WARNING,Misalignment
32.35,0.244,0.369,83.6,95.6,HEALTHY,Healthy
40.25,0.396,0.61,61.6,86.6,WARNING,Bearing
